OBJECTID,Latitude,Longitude,StopID,Stop_name,Direction,WkdyService,SatService,SunService,Mode,Routes_ser,Community_Name,Community_Type,Full_Label
4478,40.479403,-79.987757,N37030,MT TROY RD OPP KINKURA DR,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4479,40.479523,-79.987599,N37040,MT TROY RD AT KINKURA DR,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4480,40.489656,-79.992524,N37050,MT TROY RD AT KLEMENTINA DR,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4481,40.473707,-79.984059,N37060,MT TROY RD AT LONSDALE ST,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4482,40.495794,-80.000259,N37070,MT TROY RD AT MT TROY RD EXT,Outbound,Yes,Yes,No,Bus,4,ROSS,TOWNSHIP,Ross Township
4483,40.487412,-79.992117,N37080,MT TROY RD AT #3467,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4484,40.468639,-80.004089,N54790,WURZELL AVE AT BURGESS ST,Outbound,Yes,No,No,Bus,11,PERRY SOUTH,HOOD,Perry South Neighborhood
4485,40.476895,-79.987817,N37090,MT TROY RD OPP #2840,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4486,40.487344,-80.044775,N54800,WINHURST ST AT CALIFORNIA AVE FS,Inbound,Yes,No,No,Bus,16,BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4487,40.469321,-79.981993,N37110,MT TROY RD AT PITTVIEW AVE,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4488,40.487405,-80.044959,N54810,WINHURST ST AT CALIFORNIA AVE,Outbound,Yes,Yes,Yes,Bus,16,BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4489,40.481455,-79.989302,N37120,MT TROY RD AT BAUN RD,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4490,40.453854,-79.998975,N17430,EAST OHIO ST AT MIDDLE ST,Inbound,Yes,Yes,Yes,Bus,"1, 2, 4, 54, 6, 7",EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4491,40.453615,-79.999313,N17440,EAST OHIO ST AT MIDDLE ST,Outbound,Yes,Yes,Yes,Bus,"1, 2, 4, 54, 6, 7",EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4492,40.465064,-79.979739,N17510,31ST ST BRIDGE RAMP AT RIALTO ST,Inbound,Yes,Yes,Yes,Bus,"1, 2",TROY HILL,HOOD,Troy Hill Neighborhood
4493,40.453395,-80.000566,N17640,EAST OHIO ST OPP JAMES ST,Outbound,Yes,Yes,Yes,Bus,"1, 2, 4, 54, 6, 7",EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4494,40.464588,-79.979683,N17690,31ST ST BRIDGE RAMP AT 31ST ST BRIDGE,Outbound,Yes,Yes,Yes,Bus,"1, 2",TROY HILL,HOOD,Troy Hill Neighborhood
4495,40.47335,-79.985274,N37130,MT TROY RD AT #2637,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4496,40.453018,-80.00284,N17765,EAST OHIO ST OPP UNION PL,Outbound,Yes,Yes,Yes,Bus,"1, 12, 2, 4, 6, 7",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4497,40.46599,-80.000002,N17815,EAST ST OPP ROYAL ST,Inbound,Yes,Yes,Yes,Bus,12,FINEVIEW,HOOD,Fineview Neighborhood
4498,40.473501,-79.985428,N37140,MT TROY RD AT #2652,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4499,40.474534,-80.004991,N17850,EAST ST AT HAZLETT ST,Outbound,Yes,Yes,Yes,Bus,12,NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4500,40.47396,-79.986512,N37150,MT TROY RD AT #2722,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4501,40.488414,-80.043634,N54820,WINHURST ST AT CAMBRONNE ST,Inbound,Yes,Yes,Yes,Bus,16,BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4502,40.476914,-80.006924,N17860,EAST ST AT MILROY ST,Inbound,Yes,Yes,Yes,Bus,12,NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4503,40.47534,-79.98698,N37160,MT TROY RD AT #2768,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4504,40.491857,-79.993972,N37190,MT TROY RD AT #3735,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4505,40.476758,-79.987638,N37195,MT TROY RD AT #2840,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4506,40.492114,-79.993935,N37200,MT TROY RD AT #3802,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4507,40.495115,-79.996885,N37220,MT TROY RD AT ST MARY CEMETERY ENTRANCE,Outbound,Yes,Yes,No,Bus,4,ROSS,TOWNSHIP,Ross Township
4508,40.473087,-79.983527,N37240,MT TROY RD OPP ALFRED ST,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4509,40.484982,-79.99186,N37250,MT TROY RD AT # 3222,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4510,40.470746,-79.98261,N37260,MT TROY RD OPP HIGHLAND AVE (#1287),Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4511,40.472179,-79.982978,N37270,MT TROY RD OPP HOMESTEAD AVE,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4512,40.48953,-79.992302,N37280,MT TROY RD OPP KLEMENTINA DR,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4513,40.473696,-79.984287,N37290,MT TROY RD AT CRONEMEYER AVE FS,Inbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4514,40.487414,-79.991847,N37300,MT TROY RD OPP MOST HOLY NAME OF JESUS CEMETE,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4515,40.482061,-79.989376,N37310,MT TROY RD OPP RIDGELAWN CEMETERY ENTRANCE,Outbound,Yes,Yes,No,Bus,4,RESERVE,TOWNSHIP,Reserve Township
4516,40.473897,-79.986779,N37320,MT TROY RD OPP #2722,Inbound,Yes,No,No,Bus,4,SPRING GARDEN,HOOD,Spring Garden Neighborhood
4517,40.498862,-80.012427,N37670,NELSON RUN RD RAMP AT NELSON RUN RD,Outbound,Yes,Yes,Yes,Bus,O5,ROSS,TOWNSHIP,Ross Township
4518,40.572101,-80.013678,N38140,PASSAVANT HOSPITAL AT MAIN ENTRANCE,Both,Yes,No,No,Bus,12,MCCANDLESS,TOWNSHIP,McCandless Township
4519,40.526135,-80.007472,N38150,NORTH HILLS VILLAGE AT TARGET,Both,Yes,No,No,Bus,2,ROSS,TOWNSHIP,Ross Township
4520,40.525221,-80.007135,N38170,NORTH HILLS VILLAGE AT BURLINGTON,Both,Yes,Yes,Yes,Bus,2,ROSS,TOWNSHIP,Ross Township
4521,40.454931,-80.008722,N38330,NORTH AVE AT ARCH ST,Inbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4522,40.455174,-80.008537,N38340,NORTH AVE AT ARCH ST,Outbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4523,40.454085,-80.014325,N38370,NORTH AVE AT BRIGHTON RD,Outbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4524,40.453943,-80.013872,N38380,NORTH AVE AT BRIGHTON RD FS,Inbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4525,40.456112,-80.00274,N38390,NORTH AVE AT CEDAR AVE (AGH),Both,Yes,No,No,Bus,"11, 15, 17, 54, 8",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4526,40.483693,-79.9731,N38430,NORTH AVE AT ELIZABETH ST,Inbound,Yes,No,No,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4527,40.483455,-79.972821,N38440,NORTH AVE AT ELIZABETH ST,Outbound,Yes,Yes,Yes,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4528,40.455277,-80.006735,N38480,NORTH AVE AT FEDERAL ST,Both,Yes,No,No,Bus,"13, 15, 16, 17, 54",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4529,40.482297,-79.973861,N38540,NORTH AVE AT FREEMONT ALLEY,Inbound,Yes,No,No,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4530,40.481002,-79.975036,N38570,NORTH AVE AT GRANT AVE,Inbound,Yes,Yes,Yes,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4531,40.456482,-80.001455,N38580,NORTH AVE AT JAMES ST,Inbound,Yes,No,No,Bus,12,EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4532,40.485136,-79.97296,N38640,NORTH AVE AT KLOPFER ST,Outbound,Yes,No,No,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4533,40.481532,-79.974314,N38660,NORTH AVE AT LINCOLN AVE,Outbound,Yes,Yes,Yes,Bus,2,MILLVALE,BOROUGH,Millvale Borough
4534,40.456692,-80.000324,N38690,NORTH AVE AT MIDDLE ST FS,Inbound,Yes,Yes,Yes,Bus,12,EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4535,40.456553,-80.000285,N38700,NORTH AVE AT MIDDLE ST,Outbound,Yes,Yes,Yes,Bus,12,EAST ALLEGHENY,HOOD,East Allegheny Neighborhood
4536,40.454427,-80.012519,N38710,NORTH AVE AT MONTEREY ST,Outbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4537,40.454803,-80.010515,N38720,NORTH AVE AT PALO ALTO ST,Outbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4538,40.455368,-80.007505,N38740,NORTH AVE AT REDDOUR ST,Both,Yes,Yes,Yes,Bus,"13, 15, 16, 17, 54",CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4539,40.455478,-80.005704,N38770,NORTH AVE OPP BOYLE ST,Both,Yes,Yes,Yes,Bus,"11, 15, 17, 54, 8",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4540,40.454174,-80.012659,N38820,NORTH AVE OPP MONTEREY ST,Inbound,Yes,Yes,Yes,Bus,"13, 15, 16, 17",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4541,40.454571,-80.010589,N38830,NORTH AVE OPP PALO ALTO ST,Inbound,Yes,No,No,Bus,"13, 15, 16, 17",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4542,40.455707,-80.004612,N38840,NORTH AVE OPP SANDUSKY ST,Both,Yes,No,No,Bus,"11, 15, 17, 54, 8",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4543,40.453707,-80.007756,N38860,NORTH COMMONS AT WEST COMMONS,Inbound,Yes,No,No,Bus,"13, 16",ALLEGHENY CENTER,HOOD,Allegheny Center Neighborhood
4544,40.576608,-79.990968,N39000,NORTHGATE DR AT #9396,Inbound,Yes,Yes,Yes,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4545,40.576581,-79.990536,N39010,NORTHGATE DR AT #9396,Outbound,Yes,Yes,Yes,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4546,40.577885,-79.992186,N39030,NORTHGATE DR AT SPRINGFIELD DR,Outbound,Yes,Yes,Yes,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4547,40.549609,-80.021242,N39060,THE BLOCK NORTHWAY DR OPP DAVE AND BUSTERS,Both,Yes,Yes,Yes,Bus,"12, 2",ROSS,TOWNSHIP,Ross Township
4548,40.511322,-80.101156,N39490,OHIO RIVER BLVD AT ALLEGHENY AVE,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4549,40.511469,-80.100881,N39500,OHIO RIVER BLVD AT ALLEGHENY AVE,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4550,40.508807,-80.090606,N39520,OHIO RIVER BLVD AT MEMORIAL DR,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4551,40.499086,-80.071652,N39540,OHIO RIVER BLVD AT BIRMINGHAM AVE STEPS,Inbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4552,40.499026,-80.071174,N39550,OHIO RIVER BLVD AT BIRMINGHAM AVE STEPS,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4553,40.504894,-80.084663,N39560,OHIO RIVER BLVD AT BRIGHTON RD,Outbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4554,40.510313,-80.094461,N39570,OHIO RIVER BLVD AT CAMP HORNE RD NS,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4555,40.503577,-80.080961,N39620,OHIO RIVER BLVD AT DICKSON AVE,Outbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4556,40.494175,-80.064429,N39630,OHIO RIVER BLVD AT EAT-N-PARK,Inbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4557,40.49597,-80.067226,N39650,OHIO RIVER BLVD AT ELIZABETH AVE FS,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4558,40.501408,-80.074883,N39680,OHIO RIVER BLVD AT FISK AVE,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4559,40.500462,-80.073341,N39720,OHIO RIVER BLVD AT HARRISON AVE,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4560,40.517907,-80.130862,N39750,OHIO RIVER BLVD AT KILBUCK ST (I-79 ENT),Outbound,Yes,Yes,Yes,Bus,14,GLENFIELD,BOROUGH,Glenfield Borough
4561,40.486319,-80.053884,N39760,OHIO RIVER BLVD AT KENDALL AVE,Outbound,Yes,Yes,Yes,Bus,"14, 19L",BELLEVUE,BOROUGH,Bellevue Borough
4562,40.512134,-80.103807,N39780,OHIO RIVER BLVD AT HAZELWOOD AVE,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4563,40.501957,-80.076177,N39790,OHIO RIVER BLVD AT LAUREL AVE,Outbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4564,40.497722,-80.069662,N39800,OHIO RIVER BLVD AT LOCUST ST,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4565,40.510398,-80.098161,N39810,OHIO RIVER BLVD AT MAPLE AVE,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4566,40.479093,-80.043566,N39820,OHIO RIVER BLVD AT MCKEES ROCKS BRIDGE,Inbound,Yes,Yes,Yes,Bus,"14, 19L",BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4567,40.481512,-80.04591,N39850,OHIO RIVER BLVD AT MILLERTON AVE,Outbound,Yes,Yes,Yes,Bus,"14, 19L",BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4568,40.510563,-80.097953,N39860,OHIO RIVER BLVD AT ORCHARD AVE,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4569,40.511129,-80.09968,N39880,OHIO RIVER BLVD AT PENNSYLVANIA AVE,Outbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4570,40.491933,-80.061404,N39960,OHIO RIVER BLVD AT RIVERVIEW AVE FS,Outbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4571,40.488673,-80.057827,N39980,OHIO RIVER BLVD AT #4401 (OPP SPRING AVE STEPS),Inbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4572,40.487905,-80.056283,N40000,OHIO RIVER BLVD AT SHILOH AVE,Outbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4573,40.495163,-80.065799,N40010,OHIO RIVER BLVD AT THRIFT STORE,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4574,40.511873,-80.103278,N40030,OHIO RIVER BLVD AT WALLISTON AVE,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4575,40.510098,-80.094227,N40060,OHIO RIVER BLVD AT WILLOW ST,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4576,40.508863,-80.091181,N40080,OHIO RIVER BLVD OPP MEMORIAL DR,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4577,40.504769,-80.084775,N40090,OHIO RIVER BLVD OPP BRIGHTON RD (#7139),Inbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4578,40.503526,-80.081212,N40120,OHIO RIVER BLVD OPP DICKSON AVE,Inbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4579,40.494325,-80.06429,N40130,OHIO RIVER BLVD OPP EAT-N-PARK,Outbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4580,40.495707,-80.067174,N40150,OHIO RIVER BLVD OPP ELIZABETH AVE,Inbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4581,40.500399,-80.073646,N40200,OHIO RIVER BLVD OPP HARRISON AVE,Inbound,Yes,Yes,Yes,Bus,14,AVALON,BOROUGH,Avalon Borough
4582,40.517754,-80.131012,N40230,OHIO RIVER BLVD OPP KILBUCK ST (PARK AND RIDE),Inbound,Yes,Yes,Yes,Bus,14,GLENFIELD,BOROUGH,Glenfield Borough
4583,40.486252,-80.054248,N40240,OHIO RIVER BLVD OPP KENDALL AVE,Inbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4584,40.479575,-80.043641,N40270,OHIO RIVER BLVD OPP MCKEES ROCKS BRIDGE FS,Outbound,Yes,Yes,Yes,Bus,"14, 19L",BRIGHTON HEIGHTS,HOOD,Brighton Heights Neighborhood
4585,40.501436,-80.07546,N40310,OHIO RIVER BLVD OPP MONITOR AVE,Inbound,Yes,Yes,Yes,Bus,14,BEN AVON,BOROUGH,Ben Avon Borough
4586,40.510965,-80.099851,N40320,OHIO RIVER BLVD OPP PENNSYLVANIA AVE,Inbound,Yes,Yes,Yes,Bus,14,EMSWORTH,BOROUGH,Emsworth Borough
4587,40.491819,-80.061601,N40353,OHIO RIVER BLVD OPP RIVERVIEW AVE,Inbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4588,40.488854,-80.057581,N40380,OHIO RIVER BLVD AT SPRING AVE STEPS,Outbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4589,40.487824,-80.056614,N40400,OHIO RIVER BLVD OPP SHILOH AVE,Inbound,Yes,Yes,Yes,Bus,14,BELLEVUE,BOROUGH,Bellevue Borough
4590,40.466719,-80.03404,N40423,OLD CALIFORNIA AVE AT WOODLAND AVE,Both,Yes,Yes,Yes,Bus,13,MARSHALL-SHADELAND,HOOD,Marshall-Shadeland Neighborhood
4591,40.487503,-79.879535,N40425,OLD FREEPORT RD AT CHAPEL HARBOR DR,Outbound,Yes,Yes,Yes,Bus,"75, 91",O'HARA,TOWNSHIP,O Hara Township
4592,40.488306,-79.875644,N40430,OLD FREEPORT RD AT POST OFFICE,Outbound,Yes,No,No,Bus,"75, 91",O'HARA,TOWNSHIP,O Hara Township
4593,40.488646,-79.872907,N40435,OLD FREEPORT RD AT #1380,Outbound,Yes,No,No,Bus,"75, 91",O'HARA,TOWNSHIP,O Hara Township
4594,40.490122,-79.870014,N40440,OLD FREEPORT RD AT FREEPORT RD (TERM),Both,Yes,No,No,Bus,"75, 91",O'HARA,TOWNSHIP,O Hara Township
4595,40.494325,-79.956434,N40740,PARKER ST AT HILL ST,Inbound,Yes,No,No,Bus,2,SHALER,TOWNSHIP,Shaler Township
4596,40.493729,-79.952201,N40800,PARKER ST AT #90,Outbound,Yes,No,No,Bus,2,ETNA,BOROUGH,Etna Borough
4597,40.494167,-79.963159,N40810,PARKER ST AT SOOSE RD,Inbound,Yes,No,No,Bus,2,SHALER,TOWNSHIP,Shaler Township
4598,40.494198,-79.956605,N40830,PARKER ST OPP HILL ST,Outbound,Yes,No,No,Bus,2,SHALER,TOWNSHIP,Shaler Township
4599,40.493881,-79.951987,N40850,PARKER ST OPP #90,Inbound,Yes,No,No,Bus,2,ETNA,BOROUGH,Etna Borough
4600,40.558874,-80.015151,N40870,PEEBLES RD AT BINGAY DR,Inbound,Yes,No,No,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4601,40.565269,-80.008495,N40890,PEEBLES RD OPP PEEBLES SCHOOL DRVWY,Both,Yes,No,No,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4602,40.56715,-80.007293,N40900,PEEBLES RD AT DUNCAN AVE FS,Both,Yes,No,No,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4603,40.567761,-80.006381,N40910,PEEBLES RD AT DUNCAN AVE FS,Outbound,Yes,No,No,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4604,40.567233,-80.006965,N40920,PEEBLES RD AT DUNCAN AVE NS,Inbound,Yes,No,No,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4605,40.568167,-80.006213,N40990,PEEBLES RD AT KNOLL ST,Inbound,Yes,No,No,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4606,40.569786,-80.003907,N41000,PEEBLES RD AT LOCUST ST,Inbound,Yes,No,No,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4607,40.557019,-80.017973,N41020,PEEBLES RD AT MCINTYRE SQUARE DR FS,Inbound,Yes,No,No,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4608,40.563933,-80.009701,N41030,PEEBLES RD AT PARKWAY RD FS,Both,Yes,No,No,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4609,40.564122,-80.009787,N41060,PEEBLES RD OPP PARKWAY RD,Both,Yes,No,No,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4610,40.561092,-80.013104,N41090,PEEBLES RD AT REMINGTON DR,Inbound,Yes,No,No,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4611,40.56155,-80.013056,N41100,PEEBLES RD AT REMINGTON DR,Both,Yes,No,No,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4612,40.570475,-80.002758,N41130,PEEBLES RD AT SAMPLE RD,Inbound,Yes,No,No,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4613,40.579429,-79.99478,N41140,SPRINGFIELD DR AT PEEBLES RD FS,Inbound,Yes,No,No,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4614,40.559307,-80.015158,N41160,PEEBLES RD OPP BINGAY DR,Outbound,Yes,No,No,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4615,40.565466,-80.008648,N41180,PEEBLES RD AT PEEBLES SCHOOL DRVWY,Both,Yes,Yes,Yes,Bus,"2, O5, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4616,40.569533,-80.003825,N41240,PEEBLES RD OPP LOCUST ST,Outbound,Yes,Yes,Yes,Bus,O5,MCCANDLESS,TOWNSHIP,McCandless Township
4617,40.557322,-80.017759,N41250,PEEBLES RD AT #8077,Outbound,Yes,Yes,Yes,Bus,"2, P13",MCCANDLESS,TOWNSHIP,McCandless Township
4618,40.473331,-80.002928,N41310,PENFORT ST AT ESSEN ST,Inbound,Yes,Yes,Yes,Bus,"15, 6",NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4619,40.474481,-80.002493,N41320,PENFORT ST AT #173,Inbound,Yes,Yes,Yes,Bus,"15, 6",NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4620,40.474334,-80.002345,N41325,PENFORT ST AT #174,Outbound,Yes,No,No,Bus,"15, 6",NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4621,40.476307,-80.000464,N41340,PENFORT ST AT #338,Inbound,Yes,No,No,Bus,"15, 6",NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4622,40.476911,-79.99956,N41350,PENFORT ST AT MT PLEASANT RD,Outbound,Yes,No,No,Bus,"15, 6",NORTHVIEW HEIGHTS,HOOD,Northview Heights Neighborhood
4623,40.611677,-79.740895,N41620,PENN ST AT ATLANTIC AVE,Inbound,Yes,No,No,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4624,40.611499,-79.740573,N41630,PENN ST AT ATLANTIC AVE,Outbound,Yes,No,No,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4625,40.613786,-79.742188,N41640,PENN ST AT BROADVIEW BLVD FS,Inbound,Yes,No,No,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4626,40.612205,-79.740866,N41680,PENN ST AT PACIFIC AVE,Outbound,Yes,No,No,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4627,40.610848,-79.740587,N41700,PENN ST AT ROUP AVE,Inbound,Yes,Yes,Yes,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4628,40.61312,-79.741722,N41720,PENN ST AT UNION AVE,Inbound,Yes,Yes,Yes,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4629,40.613018,-79.741443,N41730,PENN ST AT UNION AVE,Outbound,Yes,Yes,Yes,Bus,P10,BRACKENRIDGE,BOROUGH,Brackenridge Borough
4630,40.45601,-80.015471,N41735,PENNSYLVANIA AVE AT BRIGHTON RD,Inbound,Yes,Yes,Yes,Bus,17,CENTRAL NORTHSIDE,HOOD,Central Northside Neighborhood
4631,40.456088,-80.015793,N41740,PENNSYLVANIA AVE AT BRIGHTON RD FS,Outbound,Yes,Yes,Yes,Bus,17,CALIFORNIA-KIRKBRIDE,HOOD,California-Kirkbride Neighborhood
4632,40.455068,-80.020235,N41750,PENNSYLVANIA AVE AT ALLEGHENY AVE,Inbound,Yes,Yes,Yes,Bus,"17, 18",MANCHESTER,HOOD,Machester Neighborhood
4633,40.453748,-80.028166,N41755,PENNSYLVANIA AVE AT CHATEAU ST,Outbound,Yes,Yes,Yes,Bus,"17, 18",MANCHESTER,HOOD,Machester Neighborhood
4634,40.454124,-80.026193,N41760,PENNSYLVANIA AVE AT MANHATTAN ST,Outbound,Yes,Yes,Yes,Bus,"17, 18",MANCHESTER,HOOD,Machester Neighborhood
